Date,Close,Returns
2020-11-10,113.00070190429688,-0.003008966992235851
2020-11-11,116.4305648803711,0.03035258116342554
2020-11-12,116.15775299072266,-0.00234312948604809
2020-11-13,116.20646667480469,0.0004193752274626039
2020-11-16,117.21984100341797,0.008720464167016884
2020-11-17,116.3331298828125,-0.007564513933947525
2020-11-18,115.00794982910156,-0.011391252475076108
2020-11-19,115.60232543945312,0.0051681263011365
2020-11-20,114.33562469482422,-0.010957398476316493
2020-11-23,110.93497467041016,-0.029742698598890893
2020-11-24,112.22119140625,0.011594330279167675
2020-11-25,113.05915832519531,0.007467100539966687
2020-11-27,113.60484313964844,0.0048265423388660356
2020-11-30,116.00183868408203,0.021099413354121577
2020-12-01,119.5779037475586,0.03082765845820412
2020-12-02,119.92865753173828,0.0029332658725993443
2020-12-03,119.79224395751953,-0.0011374560261599997
2020-12-04,119.1198959350586,-0.005612617313516255
2020-12-07,120.58149719238281,0.012270001126604813
2020-12-08,121.19535827636719,0.005090839791157986
2020-12-09,118.66194152832031,-0.020903579015541296
2020-12-10,120.08454895019531,0.011988742165789379
2020-12-11,119.27579498291016,-0.006734871174980062
2020-12-14,118.66194152832031,-0.0051465048267151925
2020-12-15,124.60574340820312,0.05009021261011681
2020-12-16,124.53753662109375,-0.0005473807646725337
2020-12-17,125.4047622680664,0.0069635683385258496
2020-12-18,123.41698455810547,-0.015850894926237702
2020-12-21,124.94678497314453,0.012395379943178186
2020-12-22,128.50332641601562,0.02846444943449744
2020-12-23,127.60691833496094,-0.006975757795970705
2020-12-24,128.5910186767578,0.007711966989232266
2020-12-28,133.19020080566406,0.0357659669876893
2020-12-29,131.41677856445312,-0.013314960338550064
2020-12-30,130.29623413085938,-0.008526646641579205
2020-12-31,129.2926025390625,-0.007702690707000026
2021-01-04,126.0965805053711,-0.024719295388348383
2021-01-05,127.65559387207031,0.012363645076266083
2021-01-06,123.35853576660156,-0.03366133809831351
2021-01-07,127.56793212890625,0.03412326788856346
2021-01-08,128.6689910888672,0.008631157859079641
2021-01-11,125.67758178710938,-0.023248875089816656
2021-01-12,125.50221252441406,-0.001395390173820954
2021-01-13,127.5386734008789,0.016226493824311516
2021-01-14,125.609375,-0.015127163780469521
2021-01-15,123.88471221923828,-0.01373036670839034
2021-01-19,124.55702209472656,0.00542689944097785
2021-01-20,128.64950561523438,0.03285630510173454
2021-01-21,133.36557006835938,0.03665824000311235
2021-01-22,135.50926208496094,0.016073803872339587
2021-01-25,139.2606658935547,0.027683744645009778
2021-01-26,139.4945526123047,0.0016794887289190985
2021-01-27,138.42269897460938,-0.007683838670562992
2021-01-28,133.57994079589844,-0.03498528936788925
2021-01-29,128.58128356933594,-0.03742071748781595
2021-02-01,130.70545959472656,0.01652010282075911
2021-02-02,131.53370666503906,0.006336744255982962
2021-02-03,130.51060485839844,-0.007778248120430709
2021-02-04,133.87228393554688,0.025757899756849723
2021-02-05,133.45753479003906,-0.0030980956872858068
2021-02-08,133.6039276123047,0.0010969243699574527
2021-02-09,132.72564697265625,-0.006573763626149143
2021-02-10,132.12059020996094,-0.004558702681027205
2021-02-11,131.86685180664062,-0.0019205061294161885
2021-02-12,132.10105895996094,0.0017760881534030215
2021-02-16,129.97373962402344,-0.016103726591489953
2021-02-17,127.68048095703125,-0.017644015426700244
2021-02-18,126.57778930664062,-0.008636336910116449
2021-02-19,126.73390197753906,0.0012333338396379734
2021-02-22,122.95734405517578,-0.029799113445055925
2021-02-23,122.82073974609375,-0.001110989425899822
2021-02-24,122.32304382324219,-0.0040522140143468555
2021-02-25,118.0683364868164,-0.03478254957891558
2021-02-26,118.33183288574219,0.002231727885445345
2021-03-01,124.70413970947266,0.053851163024605464
2021-03-02,122.09861755371094,-0.020893630009652386
2021-03-03,119.11248016357422,-0.024456766587247603
2021-03-04,117.2291030883789,-0.01581175266108903
2021-03-05,118.4879379272461,0.01073824507484411
2021-03-08,113.5501480102539,-0.041673355139525525
2021-03-09,118.16590881347656,0.04064953576992125
2021-03-10,117.08271026611328,-0.009166760178463074
2021-03-11,119.01490783691406,0.016502842874145607
2021-03-12,118.10735321044922,-0.00762555416762134
2021-03-15,120.99591064453125,0.02445704992588449
2021-03-16,122.5377426147461,0.012742843638282375
2021-03-17,121.7472915649414,-0.006450674159143244
2021-03-18,117.61943817138672,-0.03390509423655508
2021-03-19,117.09248352050781,-0.004480166365962934
2021-03-22,120.41036987304688,0.028335604923419133
2021-03-23,119.5809097290039,-0.006888610548389629
2021-03-24,117.1900634765625,-0.019993544603896907
2021-03-25,117.67798614501953,0.0041635156939274776
2021-03-26,118.28304290771484,0.005141630839515576
2021-03-29,118.45867919921875,0.0014848814097634389
2021-03-30,117.00464630126953,-0.01227459995146396
2021-03-31,119.20032501220703,0.01876573948425908
2021-04-01,120.02980041503906,0.006958667291780296
2021-04-05,122.8597640991211,0.02357717562052586
2021-04-06,123.16228485107422,0.0024623256781532987
2021-04-07,124.81147003173828,0.013390342527813903
2021-04-08,127.2120590209961,0.019233720976504554
2021-04-09,129.788330078125,0.02025178333685873
2021-04-12,128.07080078125,-0.013233310697819634
2021-04-13,131.1837615966797,0.02430656165527334
2021-04-14,128.8417510986328,-0.0178528993950281
2021-04-15,131.2521209716797,0.018707987531166426
2021-04-16,130.92030334472656,-0.002528093447150659
2021-04-19,131.5838623046875,0.005068419053488649
2021-04-20,129.8956756591797,-0.01282973926999309
2021-04-21,130.27626037597656,0.0029299259953461387
2021-04-22,128.75390625,-0.011685583555922308
2021-04-23,131.07644653320312,0.01803860054306594
2021-04-26,131.4667510986328,0.002977686500913901
2021-04-27,131.14476013183594,-0.0024492197769100388
2021-04-28,130.3543243408203,-0.006027200707226288
2021-04-29,130.25672912597656,-0.0007486918085554128
2021-04-30,128.2855224609375,-0.015133242468668429
2021-05-03,129.33944702148438,0.008215459861168561
2021-05-04,124.76268005371094,-0.035385700752324944
2021-05-05,125.00665283203125,0.001955494850024664
2021-05-06,126.6070327758789,0.012802358175272976
2021-05-07,127.2815170288086,0.005327383780675543
2021-05-10,123.99710083007812,-0.0258043451665263
2021-05-11,123.07823181152344,-0.007410407278907849
2021-05-12,120.00884246826172,-0.0249385232309971
2021-05-13,122.15937042236328,0.017919745827648548
2021-05-14,124.58360290527344,0.019844834452964477
2021-05-17,123.43010711669922,-0.009258809038066418
2021-05-18,122.04206848144531,-0.01124554347134743
2021-05-19,121.88566589355469,-0.001281546517825527
2021-05-20,124.44673919677734,0.021012095921593366
2021-05-21,122.6090316772461,-0.014767020264190522
2021-05-24,124.24147033691406,0.01331417952932834
2021-05-25,124.04597473144531,-0.0015735132958312192
2021-05-26,123.99710083007812,-0.00039399828549857574
