Date,Close
2013-06-26 16:00:00,14.22
2013-06-27 16:00:00,14.06
2013-06-28 16:00:00,14.16
2013-07-01 16:00:00,14.62
2013-07-02 16:00:00,14.95
2013-07-03 16:00:00,15.03
2013-07-05 16:00:00,14.91
2013-07-08 16:00:00,14.82
2013-07-09 16:00:00,15.08
2013-07-10 16:00:00,15.03
2013-07-11 16:00:00,15.26
2013-07-12 16:00:00,15.23
2013-07-15 16:00:00,15.27
2013-07-16 16:00:00,15.36
2013-07-17 16:00:00,15.37
2013-07-18 16:00:00,15.42
2013-07-19 16:00:00,15.18
2013-07-22 16:00:00,15.23
2013-07-23 16:00:00,14.96
2013-07-24 16:00:00,15.73
2013-07-25 16:00:00,15.66
2013-07-26 16:00:00,15.75
2013-07-29 16:00:00,15.99
2013-07-30 16:00:00,16.19
2013-07-31 16:00:00,16.16
2013-08-01 16:00:00,16.31
2013-08-02 16:00:00,16.52
2013-08-05 16:00:00,16.77
2013-08-06 16:00:00,16.62
2013-08-07 16:00:00,16.61
2013-08-08 16:00:00,16.46
2013-08-09 16:00:00,16.23
2013-08-12 16:00:00,16.69
2013-08-13 16:00:00,17.48
2013-08-14 16:00:00,17.8
2013-08-15 16:00:00,17.78
2013-08-16 16:00:00,17.94
2013-08-19 16:00:00,18.13
2013-08-20 16:00:00,17.9
2013-08-21 16:00:00,17.94
2013-08-22 16:00:00,17.96
2013-08-23 16:00:00,17.89
2013-08-26 16:00:00,17.96
2013-08-27 16:00:00,17.45
2013-08-28 16:00:00,17.53
2013-08-29 16:00:00,17.56
2013-08-30 16:00:00,17.4
2013-09-03 16:00:00,17.45
2013-09-04 16:00:00,17.81
2013-09-05 16:00:00,17.69
2013-09-06 16:00:00,17.79
2013-09-09 16:00:00,18.08
2013-09-10 16:00:00,17.67
2013-09-11 16:00:00,16.7
2013-09-12 16:00:00,16.88
2013-09-13 16:00:00,16.6
2013-09-16 16:00:00,16.08
2013-09-17 16:00:00,16.26
2013-09-18 16:00:00,16.6
2013-09-19 16:00:00,16.87
2013-09-20 16:00:00,16.69
2013-09-23 16:00:00,17.52
2013-09-24 16:00:00,17.47
2013-09-25 16:00:00,17.2
2013-09-26 16:00:00,17.36
2013-09-27 16:00:00,17.24
2013-09-30 16:00:00,17.03
2013-10-01 16:00:00,17.43
2013-10-02 16:00:00,17.48
2013-10-03 16:00:00,17.26
2013-10-04 16:00:00,17.25
2013-10-07 16:00:00,17.42
2013-10-08 16:00:00,17.18
2013-10-09 16:00:00,17.38
2013-10-10 16:00:00,17.49
2013-10-11 16:00:00,17.6
2013-10-14 16:00:00,17.72
2013-10-15 16:00:00,17.81
2013-10-16 16:00:00,17.9
2013-10-17 16:00:00,18.02
2013-10-18 16:00:00,18.17
2013-10-21 16:00:00,18.62
2013-10-22 16:00:00,18.57
2013-10-23 16:00:00,18.75
2013-10-24 16:00:00,19.0
2013-10-25 16:00:00,18.78
2013-10-28 16:00:00,18.92
2013-10-29 16:00:00,18.45
2013-10-30 16:00:00,18.75
2013-10-31 16:00:00,18.67
2013-11-01 16:00:00,18.57
2013-11-04 16:00:00,18.81
2013-11-05 16:00:00,18.77
2013-11-06 16:00:00,18.6
2013-11-07 16:00:00,18.3
2013-11-08 16:00:00,18.59
2013-11-11 16:00:00,18.54
2013-11-12 16:00:00,18.57
2013-11-13 16:00:00,18.59
2013-11-14 16:00:00,18.86
2013-11-15 16:00:00,18.75
2013-11-18 16:00:00,18.52
2013-11-19 16:00:00,18.56
2013-11-20 16:00:00,18.39
2013-11-21 16:00:00,18.61
2013-11-22 16:00:00,18.56
2013-11-25 16:00:00,18.7
2013-11-26 16:00:00,19.05
2013-11-27 16:00:00,19.5
2013-11-29 16:00:00,19.86
2013-12-02 16:00:00,19.69
2013-12-03 16:00:00,20.23
2013-12-04 16:00:00,20.18
2013-12-05 16:00:00,20.28
2013-12-06 16:00:00,20.0
2013-12-09 16:00:00,20.23
2013-12-10 16:00:00,20.2
2013-12-11 16:00:00,20.05
2013-12-12 16:00:00,20.02
2013-12-13 16:00:00,19.8
2013-12-16 16:00:00,19.91
2013-12-17 16:00:00,19.82
2013-12-18 16:00:00,19.67
2013-12-19 16:00:00,19.45
2013-12-20 16:00:00,19.61
2013-12-23 16:00:00,20.36
2013-12-24 16:00:00,20.27
2013-12-26 16:00:00,20.14
2013-12-27 16:00:00,20.0
2013-12-30 16:00:00,19.8
2013-12-31 16:00:00,20.04
2014-01-02 16:00:00,19.75
2014-01-03 16:00:00,19.32
2014-01-06 16:00:00,19.43
2014-01-07 16:00:00,19.29
2014-01-08 16:00:00,19.41
2014-01-09 16:00:00,19.16
2014-01-10 16:00:00,19.03
2014-01-13 16:00:00,19.13
2014-01-14 16:00:00,19.51
2014-01-15 16:00:00,19.91
2014-01-16 16:00:00,19.79
2014-01-17 16:00:00,19.31
2014-01-21 16:00:00,19.61
2014-01-22 16:00:00,19.7
2014-01-23 16:00:00,19.86
2014-01-24 16:00:00,19.5
2014-01-27 16:00:00,19.66
2014-01-28 16:00:00,18.09
2014-01-29 16:00:00,17.88
2014-01-30 16:00:00,17.85
2014-01-31 16:00:00,17.88
2014-02-03 16:00:00,17.91
2014-02-04 16:00:00,18.17
2014-02-05 16:00:00,18.31
2014-02-06 16:00:00,18.3
2014-02-07 16:00:00,18.56
2014-02-10 16:00:00,18.89
2014-02-11 16:00:00,19.14
2014-02-12 16:00:00,19.14
2014-02-13 16:00:00,19.44
2014-02-14 16:00:00,19.43
2014-02-18 16:00:00,19.5
2014-02-19 16:00:00,19.19
2014-02-20 16:00:00,18.97
2014-02-21 16:00:00,18.76
2014-02-24 16:00:00,18.84
2014-02-25 16:00:00,18.65
2014-02-26 16:00:00,18.48
2014-02-27 16:00:00,18.85
2014-02-28 16:00:00,18.79
2014-03-03 16:00:00,18.85
2014-03-04 16:00:00,18.97
2014-03-05 16:00:00,19.01
2014-03-06 16:00:00,18.96
2014-03-07 16:00:00,18.94
2014-03-10 16:00:00,18.96
2014-03-11 16:00:00,19.15
2014-03-12 16:00:00,19.16
2014-03-13 16:00:00,18.95
2014-03-14 16:00:00,18.74
2014-03-17 16:00:00,18.81
2014-03-18 16:00:00,18.98
2014-03-19 16:00:00,18.97
2014-03-20 16:00:00,18.88
2014-03-21 16:00:00,19.03
2014-03-24 16:00:00,19.26
2014-03-25 16:00:00,19.46
2014-03-26 16:00:00,19.28
2014-03-27 16:00:00,19.2
2014-03-28 16:00:00,19.17
2014-03-31 16:00:00,19.17
2014-04-01 16:00:00,19.34
2014-04-02 16:00:00,19.38
2014-04-03 16:00:00,19.24
2014-04-04 16:00:00,18.99
2014-04-07 16:00:00,18.7
2014-04-08 16:00:00,18.69
2014-04-09 16:00:00,18.94
2014-04-10 16:00:00,18.7
2014-04-11 16:00:00,18.56
2014-04-14 16:00:00,18.63
2014-04-15 16:00:00,18.5
2014-04-16 16:00:00,18.54
2014-04-17 16:00:00,18.75
2014-04-21 16:00:00,18.97
2014-04-22 16:00:00,18.99
2014-04-23 16:00:00,18.74
2014-04-24 16:00:00,20.28
2014-04-25 16:00:00,20.43
2014-04-28 16:00:00,21.22
2014-04-29 16:00:00,21.15
2014-04-30 16:00:00,21.07
2014-05-01 16:00:00,21.12
2014-05-02 16:00:00,21.16
2014-05-05 16:00:00,21.46
2014-05-06 16:00:00,21.23
2014-05-07 16:00:00,21.15
2014-05-08 16:00:00,21.0
2014-05-09 16:00:00,20.91
2014-05-12 16:00:00,21.17
2014-05-13 16:00:00,21.21
2014-05-14 16:00:00,21.21
2014-05-15 16:00:00,21.03
2014-05-16 16:00:00,21.34
2014-05-19 16:00:00,21.59
2014-05-20 16:00:00,21.6
2014-05-21 16:00:00,21.65
2014-05-22 16:00:00,21.69
2014-05-23 16:00:00,21.93
2014-05-27 16:00:00,22.34
2014-05-28 16:00:00,22.29
2014-05-29 16:00:00,22.69
2014-05-30 16:00:00,22.61
2014-06-02 16:00:00,22.45
2014-06-03 16:00:00,22.77
2014-06-04 16:00:00,23.03
2014-06-05 16:00:00,23.12
2014-06-06 16:00:00,23.06
2014-06-09 16:00:00,23.43
2014-06-10 16:00:00,23.56
2014-06-11 16:00:00,23.47
2014-06-12 16:00:00,23.07
2014-06-13 16:00:00,22.82
2014-06-16 16:00:00,23.05
2014-06-17 16:00:00,23.02
2014-06-18 16:00:00,23.05
2014-06-19 16:00:00,22.97
2014-06-20 16:00:00,22.73
2014-06-23 16:00:00,22.71
2014-06-24 16:00:00,22.57
2014-06-25 16:00:00,22.59
2014-06-26 16:00:00,22.73
2014-06-27 16:00:00,23.0
2014-06-30 16:00:00,23.23
2014-07-01 16:00:00,23.38
2014-07-02 16:00:00,23.37
2014-07-03 16:00:00,23.51
2014-07-07 16:00:00,23.99
2014-07-08 16:00:00,23.84
2014-07-09 16:00:00,23.85
2014-07-10 16:00:00,23.76
2014-07-11 16:00:00,23.81
2014-07-14 16:00:00,24.11
2014-07-15 16:00:00,23.83
2014-07-16 16:00:00,23.7
2014-07-17 16:00:00,23.27
2014-07-18 16:00:00,23.61
2014-07-21 16:00:00,23.48
2014-07-22 16:00:00,23.68
2014-07-23 16:00:00,24.3
2014-07-24 16:00:00,24.26
2014-07-25 16:00:00,24.42
2014-07-28 16:00:00,24.76
2014-07-29 16:00:00,24.6
2014-07-30 16:00:00,24.54
2014-07-31 16:00:00,23.9
2014-08-01 16:00:00,24.03
2014-08-04 16:00:00,23.9
2014-08-05 16:00:00,23.78
2014-08-06 16:00:00,23.74
2014-08-07 16:00:00,23.62
2014-08-08 16:00:00,23.69
2014-08-11 16:00:00,24.0
2014-08-12 16:00:00,23.99
2014-08-13 16:00:00,24.31
2014-08-14 16:00:00,24.38
2014-08-15 16:00:00,24.5
2014-08-18 16:00:00,24.79
2014-08-19 16:00:00,25.13
2014-08-20 16:00:00,25.14
2014-08-21 16:00:00,25.15
2014-08-22 16:00:00,25.33
2014-08-25 16:00:00,25.39
2014-08-26 16:00:00,25.22
2014-08-27 16:00:00,25.53
2014-08-28 16:00:00,25.56
2014-08-29 16:00:00,25.63
2014-09-02 16:00:00,25.83
2014-09-03 16:00:00,24.74
2014-09-04 16:00:00,24.53
2014-09-05 16:00:00,24.74
2014-09-08 16:00:00,24.59
2014-09-09 16:00:00,24.5
2014-09-10 16:00:00,25.25
2014-09-11 16:00:00,25.36
2014-09-12 16:00:00,25.42
2014-09-15 16:00:00,25.41
2014-09-16 16:00:00,25.22
2014-09-17 16:00:00,25.4
2014-09-18 16:00:00,25.45
2014-09-19 16:00:00,25.24
2014-09-22 16:00:00,25.27
2014-09-23 16:00:00,25.66
2014-09-24 16:00:00,25.44
2014-09-25 16:00:00,24.47
2014-09-26 16:00:00,25.19
2014-09-29 16:00:00,25.03
2014-09-30 16:00:00,25.19
2014-10-01 16:00:00,24.8
2014-10-02 16:00:00,24.98
2014-10-03 16:00:00,24.91
2014-10-06 16:00:00,24.91
2014-10-07 16:00:00,24.69
2014-10-08 16:00:00,25.2
2014-10-09 16:00:00,25.26
2014-10-10 16:00:00,25.18
2014-10-13 16:00:00,24.95
2014-10-14 16:00:00,24.69
2014-10-15 16:00:00,24.39
2014-10-16 16:00:00,24.07
2014-10-17 16:00:00,24.42
2014-10-20 16:00:00,24.94
2014-10-21 16:00:00,25.62
2014-10-22 16:00:00,25.75
2014-10-23 16:00:00,26.21
2014-10-24 16:00:00,26.31
2014-10-27 16:00:00,26.28
2014-10-28 16:00:00,26.69
2014-10-29 16:00:00,26.84
2014-10-30 16:00:00,26.75
2014-10-31 16:00:00,27.0
2014-11-03 16:00:00,27.35
2014-11-04 16:00:00,27.15
2014-11-05 16:00:00,27.22
2014-11-06 16:00:00,27.18
2014-11-07 16:00:00,27.25
2014-11-10 16:00:00,27.21
2014-11-11 16:00:00,27.43
2014-11-12 16:00:00,27.81
2014-11-13 16:00:00,28.21
2014-11-14 16:00:00,28.55
2014-11-17 16:00:00,28.5
2014-11-18 16:00:00,28.87
2014-11-19 16:00:00,28.67
2014-11-20 16:00:00,29.08
2014-11-21 16:00:00,29.12
2014-11-24 16:00:00,29.66
2014-11-25 16:00:00,29.4
2014-11-26 16:00:00,29.75
2014-11-28 16:00:00,29.73
2014-12-01 16:00:00,28.77
2014-12-02 16:00:00,28.66
2014-12-03 16:00:00,28.98
2014-12-04 16:00:00,28.87
2014-12-05 16:00:00,28.75
2014-12-08 16:00:00,28.1
2014-12-09 16:00:00,28.53
2014-12-10 16:00:00,27.99
2014-12-11 16:00:00,27.91
2014-12-12 16:00:00,27.43
2014-12-15 16:00:00,27.06
2014-12-16 16:00:00,26.69
2014-12-17 16:00:00,27.35
2014-12-18 16:00:00,28.16
2014-12-19 16:00:00,27.95
2014-12-22 16:00:00,28.24
2014-12-23 16:00:00,28.14
2014-12-24 16:00:00,28.0
2014-12-26 16:00:00,28.5
2014-12-29 16:00:00,28.48
2014-12-30 16:00:00,28.13
2014-12-31 16:00:00,27.6
2015-01-02 16:00:00,27.33
2015-01-05 16:00:00,26.56
2015-01-06 16:00:00,26.57
2015-01-07 16:00:00,26.94
2015-01-08 16:00:00,27.97
2015-01-09 16:00:00,28.0
2015-01-12 16:00:00,27.31
2015-01-13 16:00:00,27.56
2015-01-14 16:00:00,27.45
2015-01-15 16:00:00,26.71
2015-01-16 16:00:00,26.5
2015-01-20 16:00:00,27.18
2015-01-21 16:00:00,27.39
2015-01-22 16:00:00,28.1
2015-01-23 16:00:00,28.25
2015-01-26 16:00:00,28.28
2015-01-27 16:00:00,27.29
2015-01-28 16:00:00,28.83
2015-01-29 16:00:00,29.73
2015-01-30 16:00:00,29.29
2015-02-02 16:00:00,29.66
2015-02-03 16:00:00,29.66
2015-02-04 16:00:00,29.89
2015-02-05 16:00:00,29.99
2015-02-06 16:00:00,29.73
2015-02-09 16:00:00,29.93
2015-02-10 16:00:00,30.51
2015-02-11 16:00:00,31.22
2015-02-12 16:00:00,31.62
2015-02-13 16:00:00,31.77
2015-02-17 16:00:00,31.96
2015-02-18 16:00:00,32.18
2015-02-19 16:00:00,32.11
2015-02-20 16:00:00,32.37
2015-02-23 16:00:00,33.25
2015-02-24 16:00:00,33.04
2015-02-25 16:00:00,32.2
2015-02-26 16:00:00,32.6
2015-02-27 16:00:00,32.12
2015-03-02 16:00:00,32.27
2015-03-03 16:00:00,32.34
2015-03-04 16:00:00,32.14
2015-03-05 16:00:00,31.6
2015-03-06 16:00:00,31.65
2015-03-09 16:00:00,31.79
2015-03-10 16:00:00,31.13
2015-03-11 16:00:00,30.56
2015-03-12 16:00:00,31.11
2015-03-13 16:00:00,30.9
2015-03-16 16:00:00,31.24
2015-03-17 16:00:00,31.76
2015-03-18 16:00:00,32.12
2015-03-19 16:00:00,31.87
2015-03-20 16:00:00,31.48
2015-03-23 16:00:00,31.8
2015-03-24 16:00:00,31.67
2015-03-25 16:00:00,30.85
2015-03-26 16:00:00,31.06
2015-03-27 16:00:00,30.81
2015-03-30 16:00:00,31.59
2015-03-31 16:00:00,31.11
2015-04-01 16:00:00,31.06
2015-04-02 16:00:00,31.33
2015-04-06 16:00:00,31.84
2015-04-07 16:00:00,31.5
2015-04-08 16:00:00,31.4
2015-04-09 16:00:00,31.64
2015-04-10 16:00:00,31.78
